"headline","text","keywords","ratingName"
"Hillary Clinton's approval ratings as secretary of state were high, but they're not now","'When I was secretary of state, I had a very high approval rating.'","Candidate Biography,Foreign Policy,Polls and Public Opinion","TRUE"
"Ted Olson: Supreme Court never said marriage was between a man and a woman in 15 cases","'Supreme Court 15 times over the last 120 years has said marriage is a fundamental right' and never said 'it had to be between a man and a woman.'","Gays and Lesbians,Marriage,Supreme Court","TRUE"
"Finnish Researchers Set to Start Type 1 Diabetes Vaccine Trials?","In July 2017, it was announced that Finnish researchers would begin human trials of a Type 1 diabetes vaccine in 2018.","diabates, finland, medical research, medicine, vaccines","TRUE"
"Is CPS the most understaffed district in Illinois?","'Under Emanuel, CPS has become the most understaffed school district in Illinois.'","Education","TRUE"
"Bernie Sanders is right: Saudi Arabia is more focused on the conflict in Yemen than fighting ISIS","'Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.'","Foreign Policy,Terrorism","TRUE"
"Adam Putnam calls Scott Maddox the 'L' word -- lobbyist","Scott Maddox is a 'lobbyist.'","Candidate Biography,Elections","TRUE"
"Charlie Daniels ‘Open Letter to the Hollywood Bunch’","Charlie Daniels is the author of ‘An Open Letter to the Hollywood Bunch.’","ASP Article","TRUE"
"Waiter Stands Up for 5-Year-Old Boy with Down Syndrome","A Houston restaurant server declined to wait on customers who made derogatory comments about a child with Down syndrome.","ASP Article","TRUE"
"Don’t Open the Door to Strangers","Home invasion criminals have gained entry to houses by pretending to be distressed persons in need of shelter from attackers.","ASP Article, Crime Prevention Tips","TRUE"
"Making more families eligible, expanded coverage","Obama 'won health care for 150,000 people.'","Health Care","TRUE"
"Distracted driving behind the jump in roadway fatalities","Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.","Public Safety,Transportation","TRUE"
"Treasurer candidate Seth Magaziner says 1 in 4 Rhode Islanders has no bank account or uses high-cost financial services","'In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.'","Debt,Economy,Families,Financial Regulation,Income,Poverty,Wealth,Workers","TRUE"
"Prayer Request: Preston Loyd","Prayers are requested for Preston Loyd,  a 4-year-old boy who was run over by a lawn mower.","ASP Article, Prayer Requests","TRUE"
"Aspirin","The brand name ‘Aspirin’ was taken from the terms ‘acetylsalicylic acid’ and ‘spiraea ulmaria.’","ASP Article, putin endorses sanders","TRUE"
"Hillary Clinton says Democratic debate moderators have not asked any questions about abortion","In nine Democratic debates, 'We've not had one question about a woman's right to make her own decisions about reproductive health care, not one question.'","Abortion,Debates","TRUE"
"Did Senate Dems Vote En Masse to Cut Veterans’ Pensions?","Senate Democrats unanimously voted for a bill cutting veterans' pensions.","Bipartisan Budget Act of 2013, Harry Reid, paul ryan","TRUE"
"U.S. Sen. Ron Johnson wants no general federal minimum wage law, says challenger Russ Feingold","Says Ron Johnson 'opposes entirely a federal minimum wage,' except perhaps for 'guest workers.'","Agriculture,Economy,Government regulation,Jobs,Labor,Unions,Workers","TRUE"
"Donald Trump’s ‘fake news awards’ could land White House staff in hot water","The White House staff risks violating federal ethics rules if they participate in Donald Trump’s 'fake news awards.'","Ethics,Fake news,Legal Issues","TRUE"
"Jim Moran says only 20 colleges make a profit from sports","Only 20 colleges and universities 'have athletic departments with revenue exceeding expenses.'","Education,Sports,State Budget","TRUE"
"David Dewhurst says Barack Obama has played over 90 rounds of golf","Says Barack Obama has played over 90 rounds of golf as president.","Economy,Poverty,Recreation","TRUE"
"Peter Orszag says Medicare spending has actually fallen in absolute terms over the past year","'Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.'","Federal Budget,Health Care,Medicare","TRUE"
"Ed Koch on Anti-Semitism","Former New York mayor Ed Koch delivered a radio address on anti-semitism.","ASP Article","TRUE"
"Nepalese Baby","Photographs show a bizarre-looking baby born in Nepal.","ASP Article","TRUE"
"Home Depot Employee Fired for Wearing Flag Button","A Home Depot employee was fired after refusing to remove a patriotic button from his work apron.","ASP Article","TRUE"
"Obama on the Debt Limit","In 2006, U.S. Senator Barack Obama spoke out against raising the U.S. goevrnment debt limit.","ASP Article, barack obama","TRUE"
"Does This Video Show Dolphins Creating Bubbles?","A video shows dolphins creating and playing with bubble rings.","animals, dolphins","TRUE"
"Mary Wright Resignation Letter","Letter of resignation submitted to Secretary of State Colin L. Powell by U.S. diplomat Mary Wright is genuine.","ASP Article","TRUE"
"Did a Hotel Owner in Switzerland Ask Jewish Guests to Shower Before Using the Pool?","In August 2017, the owner of a hotel in Arosa, Switzerland posted signs imposing restrictions on Jewish guests, including asking them to shower before using the hotel swimming pool.","anti-semitism, israel, switzerland","TRUE"
"Crist says Jeb Bush signed law letting Duke Energy collect advance fees","Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.","Debates,Energy,Florida","TRUE"
"Ted Cruz longest-serving solicitor general of Texas, Jerry Falwell said","Ted Cruz was 'the longest-serving solicitor general in the history of Texas.'","Candidate Biography,Legal Issues","TRUE"
"Immigration enforcement advocate Terry Gorman says giving undocumented Rhode Island high school graduates a college tuition price break will still make them unemployable","'When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.'","Children,Civil Rights,Education,Human Rights,Immigration,Legal Issues,Poverty,State Budget,Welfare,Workers","TRUE"
"Is the Trump Administration Selling Subscription ‘Big League Boxes’?","In May 2017 President Trump launched a monthly 'Big League Box' subscription for campaign merchandise.","big league boxes, donald trump, subscription boxes","TRUE"
"Rep. Dennis Kucinich says war in Afghanistan now America's longest","'The War in Afghanistan is officially the longest war Americans have ever been asked to endure.'","Afghanistan,History,Military","TRUE"
"Lawmaker uses polls to make case against Georgia gun bill","'More than 80 percent of Americans believe we need to have universal background checks.'","Guns","TRUE"
"Is This an Eagle Catching a Drone?","A photograph shows an eagle catching a drone.","eagles","TRUE"
"Did an Oregon Department of Transportation Employee Say That Immigrants Should be ‘Shot at the Border’?","In June 2018, Oregon DOT employee Lori McAllen said immigrants into the United States should be shot at the border with Mexico.","immigration, oregon, trump administration, zero tolerance","TRUE"
"Did the Department of Justice Request Detailed Information About All Visitors to an Anti-Trump Website?","The United States Department of Justice is attempting to seize the information of every person who ever visited the anti-trump website disruptj20.org.","department of justice, dreamhost, first amendment, fourth amendment, internet privacy, privacy, trump administration","TRUE"
"Rick Perry says """"Romneycare was model for Obamacare""""","'Romneycare was model for Obamacare.'","Health Care","TRUE"
"Are Snowrollers a Real Phenomenon?","Photographs show a collection of snowrollers formed in Idaho.","san bernardino, snow, weather, winter storm","TRUE"
"Which happens more: People struck by lightning or people committing voter fraud by impersonation?","'More people are struck by lightning than commit in-person voter fraud' by impersonation.","Civil Rights,Crime,Elections,Government regulation","TRUE"
"Dormant while Obama campaigns","'He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.'","Foreign Policy","TRUE"
"Baby Oil Danger","Infants have died or suffered debilitating respiration problems after aspirating baby oil.","ASP Article, Parental Nightmares","TRUE"
"Prophet and Loss Statement","President Obama said during a 2012 speech the 'future must not belong to those who slander the prophet of Islam.'","ASP Article, barack obama, charlie hebdo, islam","TRUE"
